temperature,time,stoichiometry,production_rate_(g/hr),yield,priority,round
123,33,0.405,PENDING,PENDING,0.0,PENDING
123,33,0.38,PENDING,PENDING,0.0,PENDING
123,33,0.355,PENDING,PENDING,0.0,PENDING
123,33,0.33,PENDING,PENDING,0.0,PENDING
123,31,0.655,PENDING,PENDING,0.0,PENDING
123,31,0.63,PENDING,PENDING,0.0,PENDING
123,31,0.605,PENDING,PENDING,0.0,PENDING
123,31,0.58,PENDING,PENDING,0.0,PENDING
123,31,0.555,PENDING,PENDING,0.0,PENDING
123,31,0.53,PENDING,PENDING,0.0,PENDING
123,31,0.505,PENDING,PENDING,0.0,PENDING
123,31,0.48,PENDING,PENDING,0.0,PENDING
123,31,0.455,PENDING,PENDING,0.0,PENDING
123,31,0.43,PENDING,PENDING,0.0,PENDING
123,31,0.405,PENDING,PENDING,0.0,PENDING
123,31,0.38,PENDING,PENDING,0.0,PENDING
123,31,0.355,PENDING,PENDING,0.0,PENDING
123,31,0.33,PENDING,PENDING,0.0,PENDING
123,29,0.655,PENDING,PENDING,0.0,PENDING
123,29,0.63,PENDING,PENDING,0.0,PENDING
123,29,0.605,PENDING,PENDING,0.0,PENDING
123,29,0.58,PENDING,PENDING,0.0,PENDING
123,29,0.555,PENDING,PENDING,0.0,PENDING
123,29,0.53,PENDING,PENDING,0.0,PENDING
123,29,0.505,PENDING,PENDING,0.0,PENDING
123,29,0.48,PENDING,PENDING,0.0,PENDING
123,29,0.455,PENDING,PENDING,0.0,PENDING
123,29,0.43,PENDING,PENDING,0.0,PENDING
